,index,age,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,employment_rate,consumer_price_index,consumer_confidence_index,euducation_level_high,euducation_level_low,euducation_level_medium,job_employment,job_retired,job_student,job_unemployed,marital_divorced,marital_married,marital_single,marital_unknown,have_credit_card_no,have_credit_card_unknown,have_credit_card_yes,have_housing_loan_no,have_housing_loan_unknown,have_housing_loan_yes,have_personal_loan_no,have_personal_loan_unknown,have_personal_loan_yes,connect_method_cellular,connect_method_telephone,previous_connect_month_3.0,previous_connect_month_4.0,previous_connect_month_5.0,previous_connect_month_6.0,previous_connect_month_7.0,previous_connect_month_8.0,previous_connect_month_9.0,previous_connect_month_10.0,previous_connect_month_11.0,previous_connect_month_12.0,previous_connect_weekday_Friday,previous_connect_weekday_Monday,previous_connect_weekday_Thursday,previous_connect_weekday_Tuesday,previous_connect_weekday_Wednesday,last_campaign_outcomes_failure,last_campaign_outcomes_nonexistent,last_campaign_outcomes_success,pca_0,pca_1,pca_2,um_0,um_1
837,837,29.0,1.0,-1.0,1.0,58.3,94.055,-39.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-18711.998848080602,-6.381234339638168,-11.238309576737382,-4.116684,16.083765
838,838,52.0,7.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-18710.99914245277,-6.513315371192473,11.714808680184742,-4.1060505,16.03403
839,839,32.0,2.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-18709.99861003281,-7.5417363795758545,-8.356930464491056,-4.124737,16.162
840,840,32.0,1.0,-1.0,0.0,58.9,94.199,-37.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-18708.99892664263,-6.236111425384979,-8.198487948434385,-4.1384563,16.218277
841,841,37.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18707.998950648245,-6.440033927199766,-3.1865247378544987,-4.1320806,16.180471
842,842,38.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-18706.99883156888,-6.989606213947705,-2.175035100331428,-4.121701,16.164139
843,843,59.0,2.0,6.0,1.0,56.6,92.431,-26.9,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-18705.99889450176,-7.998775048761217,18.997956782814043,-4.103422,16.074467
844,844,42.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-18704.999131369714,-5.966992914060849,1.7251956478086976,-4.120249,16.211908
845,845,32.0,3.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-18703.998610333183,-7.5403037086695255,-8.357237007453387,-4.1273594,16.278526
846,846,44.0,1.0,-1.0,1.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-18702.99882668616,-7.355739533524064,3.635511383327103,-4.1158986,16.246992
847,847,39.0,15.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-18701.998950949466,-6.513428149105581,-1.2777557265339625,-4.115746,16.310003
848,848,32.0,1.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-18700.998989020714,-5.967988204965937,-8.274322735397478,-4.112244,16.316742
849,849,32.0,5.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18699.998987685805,-5.967646554574167,-8.275652381063594,-4.111642,16.324041
850,850,54.0,1.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-18698.99900217914,-7.228225190980379,13.72303207587561,-4.1007967,16.287745
851,851,48.0,3.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-18697.999087454766,-6.511074785770003,7.7097432417812355,-4.110441,16.34801
852,852,29.0,3.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-18696.998701233893,-6.988891473847182,-11.17179683317845,-4.101522,16.394154
853,853,43.0,7.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-18695.99901389212,-6.511438181673611,2.709111784076348,-4.0978327,16.377304
854,854,35.0,2.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-18694.998899557995,-6.512880169088587,-5.289994782644637,-4.0888753,16.443882
855,855,55.0,2.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18693.99894177194,-7.533520086146007,14.645571657892924,-4.093681,16.416506
856,856,27.0,1.0,-1.0,1.0,58.2,92.843,-50.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18692.998525574963,-7.58843707235082,-13.414978900685638,-4.0859604,16.49185
857,857,34.0,1.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-18691.99871458175,-7.230398972269603,-6.276949539050151,-4.082557,16.497786
858,858,29.0,1.0,-1.0,0.0,57.1,92.963,-40.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-18690.99858593255,-7.468128996399107,-11.262806276491881,-4.075867,16.541555
859,859,29.0,3.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-18689.99864097865,-7.230817282433085,-11.282326595527735,-4.121626,16.495726
860,860,46.0,4.0,-1.0,1.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-18688.99881076977,-7.533949225097301,5.649760633793149,-4.082307,16.492037
861,861,46.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18687.999080310048,-6.433477818829892,5.817375429177949,-4.1077332,16.484234
862,862,42.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18686.999022367745,-6.433997739931479,1.81860065910563,-4.049283,16.611864
863,863,36.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18685.99893650913,-6.4349230684118846,-4.181154297449264,-4.0543785,16.633127
864,864,32.0,4.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-18684.998856436585,-6.510993863577441,-8.28425752738572,-4.108843,16.585108
865,865,34.0,2.0,6.0,2.0,57.0,92.713,-33.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-18683.99860067661,-7.71592294204346,-6.106813843444419,-4.043644,16.678083
866,866,30.0,8.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-18682.998713205496,-6.985194143132007,-10.174608889550282,-4.053188,16.661974
867,867,36.0,2.0,-1.0,1.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-18681.998667555068,-7.534243805467594,-4.346746843067437,-4.0349183,16.720795
868,868,44.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-18680.999031182644,-6.507804096636515,3.7079227028827284,-4.03105,16.744814
869,869,33.0,1.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-18679.998760569204,-6.984084180696257,-7.174396469202795,-4.0302963,16.730606
870,870,52.0,5.0,-1.0,0.0,56.6,92.649,-30.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-18678.998843289322,-7.775361283191009,11.931899429185489,-4.007932,16.83631
871,871,34.0,7.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-18677.998637361896,-7.53352835455467,-6.351648174616779,-4.0189486,16.781462
872,872,26.0,3.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-18676.998770818856,-6.510249069954048,-14.286859351839652,-4.047136,16.69718
873,873,53.0,1.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-18675.998988013347,-7.222885510279731,12.718925056499812,-3.9893558,16.890505
874,874,30.0,2.0,-1.0,1.0,58.3,94.027,-38.3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-18674.99885584449,-6.400207272220018,-10.217367741171163,-3.9811077,16.83959
875,875,30.0,1.0,-1.0,0.0,57.1,92.963,-40.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18673.998600969542,-7.463858785513806,-10.263369476714544,-3.9992537,16.862043
876,876,34.0,2.0,-1.0,2.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-18672.99863955403,-7.532459267254832,-6.349423757639556,-3.9925778,16.874569
877,877,45.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-18671.999065410902,-6.429812564925816,4.817841597277374,-3.9606597,16.997835
878,878,48.0,1.0,-1.0,0.0,57.1,92.963,-40.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18670.998860172625,-7.459683852736756,7.741203174416819,-3.9690926,16.973316
879,879,48.0,2.0,-1.0,1.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-18669.998841600198,-7.529064507407633,7.651011110040058,-3.9575043,17.009249
880,880,35.0,5.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18668.9990311872,-5.959594855614891,-5.27022091219211,-3.9933836,16.971031
881,881,36.0,2.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-18667.998742894215,-7.224209965405532,-4.276612615767113,-3.9321945,17.086012
882,882,44.0,1.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-18666.998919068224,-6.978853180912984,3.823712843403393,-3.940713,17.062635
883,883,45.0,3.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-18665.999176667872,-5.95701547949308,4.728946778980457,-3.9361968,17.070045
884,884,45.0,1.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-18664.999176812824,-5.956824289482333,4.723606665819046,-3.9372764,17.06975
885,885,33.0,4.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-18663.998699444008,-7.2237590024522,-7.2813427174253365,-3.9184124,17.126373
886,886,38.0,3.0,-1.0,0.0,61.4,93.444,-36.1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-18662.998831462224,-6.97896658937399,-2.1694095604391586,-3.890583,17.198603
887,887,28.0,1.0,-1.0,0.0,57.1,92.963,-40.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-18661.998571931243,-7.461358865408476,-12.262457110440156,-3.8945384,17.20015
888,888,24.0,2.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18660.998496807722,-7.531533696424249,-16.355858183525044,-3.8913565,17.193462
889,889,32.0,2.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-18659.99868597088,-7.223046620783324,-8.27578660456743,-3.873706,17.24104
890,890,32.0,2.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-18658.99868658774,-7.222821037916169,-8.284149759912768,-3.8750257,17.249731
891,891,31.0,3.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-18657.998842951758,-6.504711206376638,-9.284447754244827,-3.8831742,17.243048
892,892,59.0,2.0,-1.0,0.0,58.2,92.893,-46.2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-18656.99900022132,-7.523836666329999,18.651051803624366,-3.7988098,17.397692
893,893,51.0,2.0,-1.0,1.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-18655.99888513083,-7.52509631314671,10.647629454256938,-3.7992682,17.403908
894,894,35.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-18654.998790031717,-6.977667792120929,-5.181829399777203,-3.82713,17.356098
895,895,43.0,1.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-18653.998769836537,-7.52618395745004,2.648794131449161,-3.812328,17.379713
896,896,37.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-18652.99906113301,-5.955453438777948,-3.273253415701053,-3.820491,17.379427
897,897,24.0,1.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-18651.998875184927,-5.957734667616032,-16.279590316023683,-3.8281102,17.354467
898,898,38.0,1.0,-1.0,0.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-18650.998741378873,-7.344436054083087,-2.3667109023150252,-3.7836387,17.452534
899,899,46.0,4.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-18649.999079501027,-6.424250250498592,5.821191562288439,-3.748725,17.51851
900,900,35.0,2.0,-1.0,0.0,56.6,92.379,-29.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-18648.998536522027,-8.041531102215847,-5.062644860887156,-3.7764344,17.465925
901,901,33.0,1.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-18647.99876124575,-6.976387200779208,-7.181475525698763,-3.7877924,17.44649
902,902,58.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-18646.99923298372,-6.496932991032776,17.70534876050954,-3.6953452,17.627346
903,903,47.0,3.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18645.999094724408,-6.423136786470334,6.822688838068542,-3.7249005,17.57328
904,904,45.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18644.998799740802,-7.523679851007704,4.650887796482726,-3.728971,17.566296
905,905,52.0,3.0,-1.0,0.0,58.2,93.075,-47.1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18643.99894263058,-7.3399765805563195,11.631088438131457,-3.7112856,17.600838
906,906,33.0,1.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-18642.998701679648,-7.218804402986426,-7.2769057844471075,-3.7099457,17.600893
907,907,31.0,3.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-18641.99886407411,-6.425262746259784,-9.177652504022692,-3.700344,17.615522
908,908,47.0,3.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-18640.999094937994,-6.421924370719467,6.819964400742515,-3.6915715,17.639906
909,909,32.0,10.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-18639.998853949255,-6.50002072896722,-8.280232596187078,-3.676366,17.64544
910,910,49.0,1.0,-1.0,0.0,56.6,92.649,-30.1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-18638.99880350303,-7.766417127752972,8.931518141376973,-3.6644983,17.696735
911,911,34.0,1.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18637.999019858482,-5.952466016689166,-6.271096975795605,-3.6643646,17.682785
912,912,75.0,3.0,-1.0,3.0,58.9,94.601,-49.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-18636.999639470843,-5.807668263647177,34.59591632443106,-3.621155,17.758085
913,913,32.0,1.0,10.0,1.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-18635.998614345197,-7.524034866221111,-8.333216264549657,-3.6432314,17.722837
914,914,43.0,2.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18634.9990376653,-6.421289056633627,2.819682083431753,-3.6558826,17.709848
915,915,49.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18633.999124853413,-6.419928010154754,8.823580171190011,-3.6157146,17.786001
916,916,58.0,4.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-18632.999119848482,-6.967883155943746,17.832777470893753,-3.5977895,17.81861
917,917,28.0,1.0,-1.0,0.0,57.1,92.963,-40.8,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18631.998573202964,-7.454160271271433,-12.25127907186607,-3.606484,17.799458
918,918,46.0,5.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-18630.99894620465,-6.969680108202424,5.828253245351713,-3.5761414,17.859423
919,919,32.0,3.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-18629.998612677697,-7.52253587140525,-8.356837444554614,-3.5768814,17.845627
920,920,61.0,2.0,-1.0,0.0,58.2,93.749,-34.6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-18628.9992384914,-6.661440623926713,20.852577637152265,-3.541385,17.906918
921,921,36.0,1.0,6.0,1.0,56.6,92.431,-26.9,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-18627.998566108265,-7.984470978285345,-4.00110210576483,-3.5640748,17.870253
922,922,50.0,6.0,-1.0,0.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-18626.998912714076,-7.336209754038317,9.636652947224261,-3.5367029,17.927568
923,923,33.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-18625.99876193101,-6.9710818086620145,-7.179320413653361,-3.558005,17.886948
924,924,33.0,5.0,-1.0,1.0,58.2,93.075,-47.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-18624.998667785276,-7.338989003629559,-7.368267374802416,-3.4941218,17.985981
